entity_id,created_by_user_id,user_id,name,username,email,web,description,description_alt,cuit,cuil,founded_date,employee_count,country,country_id,state,state_id,city,city_id,street,street_number,apartment,apartment_number,postal_code,phone,phone_alt,international_activity_code
1187,,1,FORESTAL Y GANADERA INDUMARCA SA,FORESTAL_Y_GANADERA_INDUMARCA_SA,candotti.roberto@gmail.com,,Aserrado y cepillado de madera implantada,"Extracción de productos forestales de bosques cultivados (Incluye tala de árboles, desbaste de troncos y producción de madera en bruto, leña, postes)",33708087489,,2002-02-16,87,Argentina,1,Misiones,2,,,RUTA PROVINCIAL N 201 KM 27 20,0,,,3355,11-40015050,0-0,161002
1188,,1,POLIDAB SA,POLIDAB_SA,administracion@polidab-sa.com.ar,www.polidab-sa.com.ar,Fabricación de envases plásticos,,30584304665,,1980-05-26,29,Argentina,1,Santa Fe,2189,,,SEBASTIAN VALVO,2848,,,2300,3492-424148,0-0,222010
1189,,1,HILANDERIA ALDEANA SA,HILANDERIA_ALDEANA_SA,Brussino@aldeana.com,www.aldeana.com,"Fabricación de frazadas, mantas, ponchos, colchas, cobertores, etc.","Venta al por menor de artículos textiles n.c.p. excepto prendas de vestir (Incluye la venta al por menor de tapices, alfombras, etc.)",30708286784,,2002-12-27,30,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,ANDALGALA,2243,,,1440,11-46879557,11-46873152,139201
1190,,1,ALONSO HNOS SIRENAS SA,ALONSO_HNOS_SIRENAS_SA,jorge@alonsohnos.com,www.alonsohnos.com,Fabricación de equipo eléctrico n.c.p.,"Venta al por menor de electrodomésticos, artefactos para el hogar y equipos de audio y video",30663632996,,1994-11-18,32,Argentina,1,Buenos Aires,3269,,,SAN LORENZO,1771,,,1824,11-42463990,11-42469860,279000
1191,,1,TROMBA SA,TROMBA_SA,tromba@tromba-sa.com.ar,www.tromba-sa.com.ar,Fabricación de bombas 2,,30502829978,,1965-11-01,32,Argentina,1,Buenos Aires,3269,,,DR CASAZZA,235,,,1874,11-42070182,11-42068900,281201
1192,,1,MUZZIO AGUSTIN Y BIOLATO JULIO CESAR,MUZZIO_AGUSTIN_Y_BIOLATO_JULIO_CESAR,administracionjuncosh@nodosud.com.ar,www.nodosud.com.ar,Fabricación de maquinaria y equipo de uso agropecuario y forestal,,30708358335,,2003-06-02,4,Argentina,1,Cordoba,838,,,CHACO,1832,,,2659,3468-472466,0-0,282120
1193,,1,MONTAJES INDUSTRIALES SA,MONTAJES_INDUSTRIALES_SA,info@montajes-industriales-sa.com,www.montajes-industriales-sa.com,Fabricación de maquinaria y equipo de uso agropecuario y forestal,"Forjado, prensado, estampado y laminado de metales pulvimetalurgia",30607349653,,1985-05-10,6,Argentina,1,Buenos Aires,3269,,,MALVINAS,885,,,7300,2281-431704,0-0,282120
1194,,1,GRAIN MILLING INDUSTRIES SA,GRAIN_MILLING_INDUSTRIES_SA,juanfinelli@yahoo.com.ar,,Fabricación de maquinaria y equipo de uso agropecuario y forestal,Venta al por mayor de productos y subproductos de molinería n.c.p.,30708600152,,2003-11-06,3,Argentina,1,Cordoba,838,,,RUTA C45 KM 29 CASA CORR 233 0,0,,,5186,0-0,0-0,282120
1195,,1,OSCAR BERTOTTO Y CIA SRL,OSCAR_BERTOTTO_Y_CIA_SRL,oscarbertotto@gmail.com,,Fabricación de maquinaria y equipo de uso agropecuario y forestal,Fabricación de implementos de uso agropecuario,30709158674,,2004-11-08,3,Argentina,1,Misiones,2,,,RUTA NAC 12 B INDUSTRIAL 0,0,,,3376,0-0,0-0,282120
1196,,1,ACRON INGENIERIA SRL,ACRON_INGENIERIA_SRL,acron@acroning.com.ar,www.acroning.com.ar,Fabricación de equipo de control de procesos industriales,Construcción y reparación de buques (Incluye construcción de estructuras flotantes),30708527412,,2003-10-01,11,Argentina,1,Buenos Aires,3269,,,EMILIO MITRE,8206,10,,1655,11-47206607,11-47206592,265102
1197,,1,JONIX SA,JONIX_SA,fnissensohn@jonix.net,www.jonix.net,Fabricación de equipo de control de procesos industriales,,30645713377,,1991-08-06,10,Argentina,1,Buenos Aires,3269,,,R WERNICKE,672,,,1607,0-5829189,0-0,265102
1198,,1,IRCA SRL,IRCA_SRL,jcabrera@ircasa.com.ar,www.ircasa.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,30710391811,,2007-12-18,16,Argentina,1,Cordoba,838,,,CALLE PUBLICA,0,Y,,5123,0-0,0-0,222090
1199,,1,FAROS DAM DE LA TORRE HNOS,FAROS_DAM_DE_LA_TORRE_HNOS,farosdam@advancedsl.com.ar,www.advancedsl.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,30593482894,,1980-05-01,15,Argentina,1,Buenos Aires,3269,,,CHUBUT,4338,,,1702,11-46570248,11-46577788,222090
1200,,1,PROMAPLA SRL,PROMAPLA_SRL,informes@promapla.com.ar,www.promapla.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,30611954979,,1985-04-25,16,Argentina,1,Santa Fe,2189,,,VENEZUELA BIS,1229,,,2000,341-4519500,341-4514447,222090
1201,,1,JCL SA,JCL_SA,info@jclsa.com,www.jclsa.com,"Fabricación de muebles y partes de muebles, principalmente de madera",Venta al por mayor de artículos de bazar y menaje excepto de vidrio,30698911375,,1999-02-15,40,Argentina,1,Cordoba,838,,,AV JAPON,940,,,5000,0-4998170,0-0,310010
1202,,1,KOMASA SRL,KOMASA_SRL,info@komasa.com.ar,www.komasa.com.ar,"Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas",Venta al por menor de materiales de construcción n.c.p.,30709946974,,2006-10-12,20,Argentina,1,Buenos Aires,3269,,,PASTEUR,3635,,,1754,11-44419256,0-0,281100
1203,,1,DECOMETAL SA,DECOMETAL_SA,info@borrellherrajes.com.ar,www.borrellherrajes.com.ar,"Fabricación de cerraduras, herrajes y artículos de ferretería n.c.p.","Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo",33709804729,,2006-09-01,5,Argentina,1,Buenos Aires,3269,,,GRAL ROCA,4250,,,1602,0-0,0-0,259309
1204,,1,ESCANORT SA,ESCANORT_SA,Administracion@escanort.com.ar,www.escanort.com.ar,"Fabricación de cerraduras, herrajes y artículos de ferretería n.c.p.",,30617264885,,1997-11-14,5,Argentina,1,Buenos Aires,3269,,,SAN MARTIN,1930,,,1602,11-47953124,11-47950943,259309
1205,,1,SELPLAST SA,SELPLAST_SA,ebornacin@selplast-sa.com.ar,www.selplast-sa.com.ar,"Fabricación de artículos confeccionados de materiales textiles n.c.p., excepto prendas de vestir",,30583671664,,1976-04-06,9,Argentina,1,Buenos Aires,3269,,,LOMAS DE ZAMORA,130,,,1875,11-42076135,11-42064408,139209
1206,,1,TEXTIL SUDANESA SA,TEXTIL_SUDANESA_SA,info@textilsudanesa.com.ar,www.textilsudanesa.com.ar,"Fabricación de artículos confeccionados de materiales textiles n.c.p., excepto prendas de vestir",,30517079746,,1966-04-25,8,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,COLIGUE PJE 2939,0,,,1419,11-46394666,11-45678279,139209
1207,,1,ALFONSO SABBATINI E HIJO SRL,ALFONSO_SABBATINI_E_HIJO_SRL,alejandro@sabbatini.com.ar,www.sabbatini.com.ar,Fabricación de bombas 2,Fabricación de compresores grifos y válvulas,30709636991,,2004-01-13,12,Argentina,1,Buenos Aires,3269,,,MONTEVIDEO,1658,,,1702,11-46008514,11-46572927,281201
1208,,1,DAG BURLETES SRL,DAG_BURLETES_SRL,info@dag.com.ar,www.dag.com.ar,"Fabricación de cerraduras, herrajes y artículos de ferretería n.c.p.",,30708081066,,2001-08-24,5,Argentina,1,Buenos Aires,3269,,,POZOS,450,,,1752,11-46525334,11-46525333,259309
1209,,1,VETRO SA,VETRO_SA,vetro_sa@hotmail.com,,Fabricación y elaboración de vidrio plano,"Venta al por menor de cristales, espejos, mamparas y cerramientos",30708592028,,2003-06-17,9,Argentina,1,Cordoba,838,INDUSTRIAL,,AGAPITO ALBERT,255,,,5900,353-4521811,353-4528612,231020
1210,,1,QUIRO MED SACIF,QUIRO_MED_SACIF,Licitaciones@quiromed.com.ar,www.quiromed.com.ar,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p, (Incluye prótesis, aparatos ortopédicos, materiales para fracturas, etc.)","Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera (metal, plástico, etc.)",30563006664,,1978-07-13,53,Argentina,1,Buenos Aires,3269,,,AV CHAMPAGNAT,3362,,,7600,223-4780691,223-4780892,266090
1211,,1,VALFI SACI,VALFI_SACI,dcastro@valfi.com.ar,www.valfi.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",Venta al por mayor de mercancías n.c.p.,30559990236,,1976-09-01,38,Argentina,1,Buenos Aires,3269,,,RUTA 8 10215 PISO PB,0,,,1657,0-3114123,0-7690507,222090
1212,,1,VALVULAS LVM SA,VALVULAS_LVM_SA,belloni@valvulaslvm.com.ar,www.valvulaslvm.com.ar,Fabricación de compresores grifos y válvulas,,30505566382,,1968-02-28,32,Argentina,1,Buenos Aires,3269,,,MONSENOR BUFANO,125,,,1754,11-46695381,11-46695312,281301
1213,,1,TALLERES TRAMA SA,TALLERES_TRAMA_SA,Gustavogaudin@tallerestrama.com.ar,www.tallerestrama.com.ar,"Impresión n.c.p., excepto de diarios y revistas",,30584922229,,1979-10-30,45,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,GARRO,3160,PB,D,1243,11-60793725,11-43081747,181109
1214,,1,ALFANUCLEAR SAIC,ALFANUCLEAR_SAIC,admin@alfanuclear.com,www.alfanuclear.com,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p, (Incluye prótesis, aparatos ortopédicos, materiales para fracturas, etc.)",Fabricación de equipos y productos informáticos,30504509237,,1960-05-09,6,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,GONZALEZ ELPIDIO,4717,,,1407,11-46392920,11-45665822,266090
1215,,1,ALAMBRADOS CAMBREN SRL,ALAMBRADOS_CAMBREN_SRL,alambradoscambren@speedy.com.ar,,Fabricación de tejidos de alambre,,30710839189,,2008-07-08,5,Argentina,1,Buenos Aires,3269,,,CRISTOBAL COLON,1732,,,1629,230-4421812,0-0,259991
1216,,1,TALLERES INCO SA,TALLERES_INCO_SA,admin@talleresinco.arnetbiz.com.ar,www.talleresinco.arnetbiz.com.ar,Fabricación de tejidos de alambre,Fabricación de cajas de seguridad,30503553100,,1962-06-29,5,Argentina,1,Cordoba,838,,,ING HUERGO,1236,,,2400,3564-433812,3564-423092,259991
1217,,1,ROSARIO BURLETES SRL,ROSARIO_BURLETES_SRL,burletes@rosarioburletes.com.ar,www.rosarioburletes.com.ar,Fabricación de autopartes de caucho excepto cámaras y cubiertas,Fabricación de productos de caucho n.c.p.,30707378146,,2000-09-01,13,Argentina,1,Santa Fe,2189,,,BOMAN,3151,,,2000,341-4614082,341-4648122,221901
1218,,1,PROCESADORA AVELLANEDA SRL,PROCESADORA_AVELLANEDA_SRL,informes@procesavellaneda.com.ar,www.procesavellaneda.com.ar,Acabado de productos textiles,,30683736259,,1995-04-01,37,Argentina,1,Buenos Aires,3269,,,AV ROCA,2015,,,1870,11-42037623,11-42037623,131300
1219,,1,CANIGLIA HNOS SRL,CANIGLIA_HNOS_SRL,ventas@canigliahnos.com.ar,www.canigliahnos.com.ar,Fabricación de productos elaborados de metal n.c.p.,"Venta al por mayor de productos intermedios n.c.p., desperdicios y desechos metálicos (Incluye chatarra, viruta de metales diversos, etc.)",30708626240,,2001-03-12,9,Argentina,1,Buenos Aires,3269,,,DIAGONAL,31,PB,,1651,0-0,0-0,259999
1220,,1,JAIME BOIXADERA SRL,JAIME_BOIXADERA_SRL,info@resortesboixadera.com.ar,www.resortesboixadera.com.ar,Fabricación de productos elaborados de metal n.c.p.,,30501832835,,1966-08-24,9,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,SALVADORES CNEL,1337,,,1296,11-43029774,11-43011094,259999
1221,,1,MUTYUN HERMANOS SRL,MUTYUN_HERMANOS_SRL,info@axtor.com.ar,www.axtor.com.ar,Fabricación de productos elaborados de metal n.c.p.,,30712558055,,2012-09-26,9,Argentina,1,Buenos Aires,3269,,,MANUEL BELGRANO,1247,Y,,6500,2317-424104,2317-424311,259999
1222,,1,OXIPEN SRL,OXIPEN_SRL,ventas@oxipen.com.ar,www.oxipen.com.ar,Fabricación de productos elaborados de metal n.c.p.,Venta al por mayor de metales y minerales metalíferos,30708783273,,2004-05-06,9,Argentina,1,Buenos Aires,3269,,,JUAN M DE ROSAS,4441,,,1754,11-44416293,11-44412090,259999
1223,,1,INDUSTRIAS ELECTROMECANICAS MACLAR SRL,INDUSTRIAS_ELECTROMECANICAS_MACLAR_SRL,natalia@maclar.com.ar,www.maclar.com.ar,Fabricación de productos elaborados de metal n.c.p.,,30590753293,,1976-12-01,9,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,SANTA ELENA,335,,,1278,11-43029307,11-43020312,259999
1224,,1,INDUSTRIA SEGHIMET SA,INDUSTRIA_SEGHIMET_SA,info@seghimetsa.com.ar,www.seghimetsa.com.ar,Fabricación de productos elaborados de metal n.c.p.,Reparación y mantenimiento de maquinaria de uso especial n.c.p.,30682557148,,1995-03-29,9,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,VIRASORO VALENTIN,1761,,,1414,11-48551773,11-48540660,259999
1225,,1,CONTIMEDIOS SRL,CONTIMEDIOS_SRL,administracion@contimedios.com.ar,www.contimedios.com.ar,"Impresión n.c.p., excepto de diarios y revistas","Venta al por menor de equipos, periféricos, accesorios y programas informáticos",30629808163,,1988-12-06,23,Argentina,1,Buenos Aires,3269,,,BAUMAN Y ALSINA,150,,,6000,236-4446308,236-4445005,181109
1226,,1,DI TOMASO SRL,DI_TOMASO_SRL,ventas@ditomaso.com.ar,www.ditomaso.com.ar,Fabricación de productos elaborados de metal n.c.p.,"Venta al por mayor de máquinas, equipos e implementos de uso especial n.c.p. (Incluye motoniveladoras, excavadoras, palas mecánicas, perforadoras-percutoras, etc.)",30708713186,,2004-04-01,9,Argentina,1,Cordoba,838,,,ANTIGUO CAMINO AL AEROPUERTO,7380,PB,,5147,351-4893610,0-0,259999
1227,,1,OYP SRL,OYP_SRL,ghaussaire@gmail.com,,Fabricación de productos elaborados de metal n.c.p.,,30690890808,,1997-03-03,9,Argentina,1,Santa Fe,2189,,,AMEGHINO,1767,,,2000,341-4613075,341-4635952,259999
1228,,1,GRUMAN SRL,GRUMAN_SRL,gruman.srl@arnetbiz.com.ar,,Fabricación de maquinaria y equipo de uso especial n.c.p.,,30710370555,,2007-12-10,7,Argentina,1,Entre Ríos,337,,,AV JOSE HERNANDEZ,2769,,,3100,343-4450058,343-4364628,282909
1229,,1,FERCA INDUSTRIAL SA,FERCA_INDUSTRIAL_SA,admin@ferca-industrial.com.ar,www.ferca-industrial.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,Venta al por mayor de metales y minerales metalíferos,30674617875,,2006-12-27,8,Argentina,1,Santa Fe,2189,,,AYACUCHO,2476,,,3000,342-4602500,342-4609500,282909
1230,,1,TELPOWER SA,TELPOWER_SA,telpower@telme.ws,www.telme.ws,Fabricación de maquinaria y equipo de uso especial n.c.p.,Reparación y mantenimiento de maquinaria de uso especial n.c.p.,30707108440,,1999-06-22,6,Argentina,1,Buenos Aires,3269,,,48 EX ESTRADA,1335,S,,1650,0-0,0-0,282909
1231,,1,HYDROMAC MAQUINAS SA,HYDROMAC_MAQUINAS_SA,proveedores@hydromac.com.ar,www.hydromac.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,"Venta al por mayor de máquinas, equipos e implementos de uso especial n.c.p. (Incluye motoniveladoras, excavadoras, palas mecánicas, perforadoras-percutoras, etc.)",30644120615,,1991-04-22,7,Argentina,1,Buenos Aires,3269,,,AV ING PALAZZO,28500,,,1611,11-47482395,11-47482395,282909
1232,,1,EQUIPOS Y PROYECTOS SA,EQUIPOS_Y_PROYECTOS_SA,Equiposyproyectos@equiposyproyectos.com.ar,www.equiposyproyectos.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,,30502579068,,1968-11-21,8,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,YRIGOYEN HIPOLITO,850,5,,1086,11-43429794,11-43454464,282909
1233,,1,INDUSTRIAS TELME SAICFI,INDUSTRIAS_TELME_SAICFI,administracion@telme.ws,www.telme.ws,Fabricación de maquinaria y equipo de uso especial n.c.p.,"Venta al por mayor de máquinas, equipos e implementos de uso especial n.c.p. (Incluye motoniveladoras, excavadoras, palas mecánicas, perforadoras-percutoras, etc.)",30503662775,,1965-12-15,7,Argentina,1,Buenos Aires,3269,,,48 EX ESTRADA,1327,,,1650,11-47551889,11-47550132,282909
1234,,1,ELIOVAC SA,ELIOVAC_SA,eliovacsf@eliovacsf.com.ar,www.eliovacsf.com.ar,Fabricación de maquinaria y equipo de uso especial n.c.p.,Instalación de maquinaria y equipos industriales,33710594479,,2007-12-19,8,Argentina,1,Santa Fe,2189,,,JUAN JOSE PASO,3467,,,3000,342-4591875,0-0,282909
1235,,1,ATLETA SA,ATLETA_SA,atletasa@gmail.com,,Fabricación de juegos y juguetes,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija: 239900),30707772146,,2001-07-13,16,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,SAN JUAN AV 3631 A ENTRE LAS C,0,11,,1233,11-49121601,11-49121601,324000
1236,,1,INDUSTRIA ARGENTINA DEL DESCANSO SA,INDUSTRIA_ARGENTINA_DEL_DESCANSO_SA,contactenos@rosan-corp.com,www.rosan-corp.com,Fabricación de somieres y colchones,Venta al por mayor de muebles excepto de oficina artículos de mimbre y corcho colchones y somieres,30708503629,,2002-10-23,70,Argentina,1,Buenos Aires,3269,,,PANAMERICANA KM 38 600 0,0,,,1619,11-48159244,11-42311600,310030
1237,,1,PANTOGRAFOS CORMAX SRL,PANTOGRAFOS_CORMAX_SRL,info@pantografoscormax.com,www.pantografoscormax.com,Fabricación de maquinaria y equipo de uso especial n.c.p.,,30712425950,,2012-07-04,8,Argentina,1,Santa Fe,2189,,,ZEBALLOS,45,,,2000,0-0,0-0,282909
1238,,1,SIGN FACTORY SA,SIGN_FACTORY_SA,Abarreira@creavis.com.ar,www.creavis.com.ar,Servicios relacionados con la impresión,"Impresión n.c.p., excepto de diarios y revistas",30710632177,,2008-06-30,21,Argentina,1,Buenos Aires,3269,,,PUEYRREDON,3865,71,,1702,0-0,0-0,181200
1239,,1,APUS SRL,APUS_SRL,vegetalpack@vegetalpack.com.br,www.vegetalpack.com.br,Fabricación de envases plásticos,,30708913142,,2004-07-13,11,Argentina,1,Buenos Aires,3269,,,MADRID,1491,,,1657,11-48483082,11-48481783,222010
1240,,1,INDUSTRIAS PASER SRL,INDUSTRIAS_PASER_SRL,info@paser.com.ar,www.paser.com.ar,Fabricación de envases plásticos,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",30623887576,,1988-04-11,11,Argentina,1,Buenos Aires,3269,,,PANAMA,4547,,,1752,11-44548927,11-46529905,222010
1241,,1,OTOMAN SA,OTOMAN_SA,otomansa.admi@gmail.com,,Acabado de productos textiles,"Venta al por mayor de mantelería, ropa de cama y artículos textiles para el hogar",30709745847,,2006-06-15,29,Argentina,1,San Luis,143,,,BOLIVAR,920,,,5700,0-0,0-0,131300
1242,,1,PREMOLDEADOS POSADAS SRL,PREMOLDEADOS_POSADAS_SRL,hernirompe@hotmail.com,,"Fabricación de artículos de cemento, fibrocemento y yeso excepto hormigón y mosaicos",Venta al por menor de materiales de construcción n.c.p.,30611073646,,1991-10-01,30,Argentina,1,Misiones,2,,,R PROV 213 Y RTA NAC,12,,,3300,0-0,0-0,239593
1243,,1,GAYNOR CONTROLS SRL,GAYNOR_CONTROLS_SRL,compras@gaynor.com.ar,www.gaynor.com.ar,Fabricación de equipo de control de procesos industriales,Reparación y mantenimiento de máquinas y equipo n.c.p.,30683797150,,1996-12-04,6,Argentina,1,Buenos Aires,3269,,,PASAJE GARIBALDI,98,,,1870,11-42284738,11-42186578,265102
1244,,1,SUPERFIL SA,SUPERFIL_SA,dany@superfil.com.ar,www.superfil.com.ar,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",,30601551353,,1983-11-23,20,Argentina,1,Buenos Aires,3269,,,MATHEU,4575,,,1650,11-47527297,11-47527297,222090
1245,,1,APEXAR TECHNOLOGIES SA,APEXAR_TECHNOLOGIES_SA,info@apexar.com,www.apexar.com,Fabricación de equipo de control de procesos industriales,"Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos principalmente electrónicos y/o eléctricos (Incluye equipos de laboratorio, esterilizadores, paneles para observación de radiografías, tornos, etc.)",30708133139,,2002-10-23,6,Argentina,1,Buenos Aires,3269,,,URUGUAY,2887,3,,1644,11-47432757,11-47471616,265102
1246,,1,SIP SRL SERVICIOS INDUSTRIALES Y PETROLEROS,SIP_SRL_SERVICIOS_INDUSTRIALES_Y_PETROLEROS,sipsrl@uolsinectis.com.ar,www.uolsinectis.com.ar,Fabricación de equipo de control de procesos industriales,Servicios geológicos y de prospección,33572167599,,1991-12-23,6,Argentina,1,Mendoza,1365,,,RODRIGUEZ PENA,158,,,5513,261-4323632,261-4318722,265102
1247,,1,FABRICA ARGENTINA DE PAPELES TERMOSENSIBLES SRL,FABRICA_ARGENTINA_DE_PAPELES_TERMOSENSIBLES_SRL,fabarg_papeltermosensible@yahoo.com.ar,,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija: 239900),"Impresión n.c.p., excepto de diarios y revistas",30557241716,,1974-12-17,4,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,GARCIA JUAN A,2553,,,1416,11-45837002,11-45880781,170990
1248,,1,INSUPRINT SRL,INSUPRINT_SRL,info@insuprint.com,www.insuprint.com,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija: 239900),"Fabricación de escobas, cepillos y pinceles",30693529332,,1998-09-03,6,Argentina,1,Buenos Aires,3269,,,CARLOS PELLEGRINI,970,,,1822,11-43272353,11-43270142,170990
1249,,1,NEUMATICOS DER GUMMI SRL,NEUMATICOS_DER_GUMMI_SRL,dergummi@infovia.com.ar,,Recauchutado y renovación de cubiertas,Venta al por menor de cámaras y cubiertas,30710219911,,2007-08-01,28,Argentina,1,Entre Ríos,337,,,29 DE SETIEMBRE,71,,,3164,0-0,0-0,221120
1250,,1,TINTORERIA MALDONADO SRL,TINTORERIA_MALDONADO_SRL,tintoreriamaldonado@fibertel.com.ar,,"Servicios industriales para la industria confeccionista [Incluye procesos de planchado y acondicionamiento de prendas: teñido, gastado a la piedra (stone wash), impermeabilizado, lavaderos y secaderos industriales, etc.]",Acabado de productos textiles,30531184862,,1968-08-23,12,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,JUSTO JUAN B AV 2944,0,,,1414,11-48555863,11-48549671,149000
1251,,1,EDVIAN SA,EDVIAN_SA,Edvian@arnet.com.ar,,"Fabricación de muebles y partes de muebles, principalmente de madera",,30707811699,,2001-10-09,28,Argentina,1,Buenos Aires,3269,,,SOBREMONTE,1035,,,1646,11-47448623,11-47448623,310010
1252,,1,IMPRENTA LUX SA,IMPRENTA_LUX_SA,Administracion@imprentalux.com.ar,www.imprentalux.com.ar,Impresión de diarios y revistas,"Impresión n.c.p., excepto de diarios y revistas",30590184906,,1997-07-25,25,Argentina,1,Santa Fe,2189,,,HIPOLITO IRIGOYEN,2463,,,3000,342-4530871,0-0,181101
1253,,1,INDUMAD SA,INDUMAD_SA,info@indumad.com.ar,www.indumad.com.ar,Aserrado y cepillado de madera implantada,"Venta al por menor de artículos nuevos n.c.p. (Incluye la venta realizada en casas de regalos, de artesanías, pelucas, de artículos religiosos -santerías-, recarga de matafuegos, etc.)",30676412154,,1994-04-15,12,Argentina,1,Mendoza,1365,,,C RODRIGUEZ PENA,2192,,,5511,261-4933623,261-4931961,161002
1254,,1,DIVISION TURBOS SRL,DIVISION_TURBOS_SRL,compras@divisionturbos.com,www.divisionturbos.com,Fabricación y reparación de aeronaves,Servicios de arquitectura e ingeniería y servicios conexos de asesoramiento técnico n.c.p.,33696048679,,1997-08-22,37,Argentina,1,Buenos Aires,3269,,,AV PTE PERON,9554,,,1714,11-46217535,11-44811121,303000
1255,,1,FUGA ELECTROMECANICA SA,FUGA_ELECTROMECANICA_SA,fubaelectromecanica@hotmail.com,,"Forjado, prensado, estampado y laminado de metales pulvimetalurgia",,30517264780,,1983-12-01,5,Argentina,1,Buenos Aires,3269,,,NICOLAS GRANADA,3631,,,1712,11-37502543,11-44583344,259100
1256,,1,ACEROCHAPA SA,ACEROCHAPA_SA,acerochapa@sinectis.com.ar,www.sinectis.com.ar,"Forjado, prensado, estampado y laminado de metales pulvimetalurgia",Servicio de transporte automotor de cargas n.c.p. (Incluye servicios de transporte de carga refrigerada y transporte pesado),30628697848,,1988-10-17,5,Argentina,1,Buenos Aires,3269,,,526 E 119 Y 120,62,,,1900,221-4830350,221-4278209,259100
1257,,1,POLIMEROS IMPRESOS SRL,POLIMEROS_IMPRESOS_SRL,bolsas@polimero.com.ar,www.polimero.com.ar,Fabricación de envases plásticos,,30710367740,,2007-09-27,8,Argentina,1,Buenos Aires,3269,,,CALLE 24,0,,,1650,0-0,0-0,222010
1258,,1,ISEP SA,ISEP_SA,envasesplasticos@isep.com.ar,www.isep.com.ar,Fabricación de envases plásticos,,30651250699,,1992-04-02,8,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,RIVADAVIA AV 2358 DER,0,6,,1034,11-47597502,0-0,222010
1259,,1,MANUEL MEZQUITA SACIA,MANUEL_MEZQUITA_SACIA,administracion@manuelmezquita.com.ar,www.manuelmezquita.com.ar,Fabricación de artículos de papel y cartón n.c.p. (No incluye el papel de lija: 239900),,30541999430,,1966-02-15,26,Argentina,1,Buenos Aires,3269,,,CASELLA PINEYRO,241,,,1872,11-42651367,11-42038152,170990
1260,,1,LH SA,LH_SA,Gleiter@fasargentina.com.ar,www.fasargentina.com.ar,"Confección de prendas de vestir n.c.p., excepto prendas de piel, cuero y de punto","Fabricación de artículos confeccionados de materiales textiles n.c.p., excepto prendas de vestir",30695981755,,1998-04-22,17,Argentina,1,Buenos Aires,3269,,,AV NICOLAS MILAZZO,3251,,,1885,11-42597861,0-2575250,141199
1261,,1,CASTAGNO Y CIA SC C,CASTAGNO_Y_CIA_SC_C,info@castagnoycia.com.ar,www.castagnoycia.com.ar,Recauchutado y renovación de cubiertas,Venta al por mayor de mercancías n.c.p.,30526117952,,1968-06-04,5,Argentina,1,Cordoba,838,,,INTENDENTE JORGE LOINAS,1590,,,2580,3472-425236,0-0,221120
1262,,1,MAPO SACIIF,MAPO_SACIIF,laudren@ciudad.com.ar,,Fabricación en industrias básicas de productos de hierro y acero n.c.p. (Incluye la producción de hojalata),,33547128929,,1972-07-13,34,Argentina,1,Buenos Aires,3269,,,ALICIA MOREAU DE JUSTO,1023,,,1650,11-47526823,11-47525478,241009
1263,,1,COIDEA SA,COIDEA_SA,administracion@coideasa.com.ar,www.coideasa.com.ar,Fabricación en industrias básicas de productos de hierro y acero n.c.p. (Incluye la producción de hojalata),Venta al por mayor de mercancías n.c.p.,30610002508,,1985-12-09,33,Argentina,1,Ciudad Autónoma de Buenos Aires,3219,,,CALIFORNIA,1785,,,1289,11-50802500,11-43033414,241009
